"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SC","Santander Consumer USA Holdings Inc.","17.01","$6.12B","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/sc",
"SOV^C","Santander Holdings USA, Inc.","25.89","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sov^c",
"SAP","SAP SE","104.9","$125.74B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","9.16","$450.81M","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spns",
"SAB","Saratoga Investment Corp","25.72","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/sab",
"SAR","Saratoga Investment Corp","20.51","$128.33M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sar",
"SRPT","Sarepta Therapeutics, Inc.","64","$4.14B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srpt",
"SSL","Sasol Ltd.","34.18","$23.29B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","51.45","$1.13B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","25.06","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^c",
"BFS^D","Saul Centers, Inc.","24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^d",
"SVRA","Savara, Inc.","12.39","$377.9M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","18.27","$118.01M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbfg",
"SBFGP","SB Financial Group, Inc.","18","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbfgp",
"SBAC","SBA Communications Corporation","169.12","$19.88B","1999","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sbac",
"SCG","Scana Corporation","37.71","$5.38B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/scg",
"SCSC","ScanSource, Inc.","33.05","$845.13M","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/scsc",
"SLB","Schlumberger N.V.","66.28","$91.73B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/slb",
"SMIT","Schmitt Industries, Inc.","2.69","$10.75M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/smit",
"SNDR","Schneider National, Inc.","26.81","$4.74B","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/sndr",
"SCHN","Schnitzer Steel Industries, Inc.","35.95","$977.96M","1993","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/schn",
"SCHL","Scholastic Corporation","37.49","$1.31B","1992","Consumer Services","Books","https://www.nasdaq.com/symbol/schl",
"SWM","Schweitzer-Mauduit International, Inc.","42.21","$1.3B","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","71.7","$3.07B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/saic",
"SGMS","Scientific Games Corp","43.5","$3.9B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sgms",
"SALT","Scorpio Bulkers Inc.","8","$599.22M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","25.4098","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sltb",
"SBBC","Scorpio Tankers Inc.","24.7","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbbc",
"SBNA","Scorpio Tankers Inc.","24.2","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbna",
"STNG","Scorpio Tankers Inc.","2.33","$654.95M","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","91.55","$5.21B","1992","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/smg",
"SCPH","scPharmaceuticals Inc.","13.85","$243.9M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scph",
"SNI","Scripps Networks Interactive, Inc","87.81","$11.41B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/sni",
"KMM","Scudder Multi-Market Income Trust","8.74","$195.72M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","11.37","$448.62M","1988","n/a","n/a","https://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","12.15","$52.95M","1994","n/a","n/a","https://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","10.99","$123.08M","1989","n/a","n/a","https://www.nasdaq.com/symbol/ksm",
"SCYX","SCYNEXIS, Inc.","1.73","$49.41M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scyx",
"SE","Sea Limited","12.33","$4.03B","2017","n/a","n/a","https://www.nasdaq.com/symbol/se",
"SEB","Seaboard Corporation","4143.89","$4.85B","1996","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seb",
"SA","Seabridge Gold, Inc.","11.65","$671.94M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sa",
"SEAC","SeaChange International, Inc.","3.23","$114.68M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","27.27","$1.28B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbcf",
"CKH","SEACOR Holdings, Inc.","44.46","$794.03M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","14.96","$264.36M","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/smhi",
"SDRL","Seadrill Limited","0.2499","$126.06M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","3.31","$303.93M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdlp",
"STX","Seagate Technology PLC","51.42","$14.65B","2002","Technology","Electronic Components","https://www.nasdaq.com/symbol/stx",
"SEE","Sealed Air Corporation","42.66","$7.7B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/see",
"SHIP","Seanergy Maritime Holdings Corp","1.0433","$38.58M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.15","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/shipw",
"SHLD","Sears Holdings Corporation","2.61","$280.87M","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shld",
"SHLDW","Sears Holdings Corporation","0.26","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shldw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","2.15","$48.81M","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shos",
"SSW","Seaspan Corporation","7.19","$889.92M","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","23.9995","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","23.82","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","23.65","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","23.34","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSWA","Seaspan Corporation","23.85","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.47","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SPNE","SeaSpine Holdings Corporation","9.92","$133.22M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","54.48","$7.87B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgen",
"SEAS","SeaWorld Entertainment, Inc.","15.69","$1.42B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/seas",
"EYES","Second Sight Medical Products, Inc.","1.71","$97.14M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.7362","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","13.16","$674.84M","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","9.93","$805.1M","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","4.56","$79.08M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","73.76","$11.59B","1981","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seic",
"JBN","Select Asset Inc.","14.04","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","14.0344","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbr",
"SLCT","Select Bancorp, Inc.","13.45","$189.3M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/slct",
"WTTR","Select Energy Services, Inc.","15.84","$1.68B","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/wttr",
"SIR","Select Income REIT","20.34","$1.82B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sir",
"SEM","Select Medical Holdings Corporation","16.6","$2.23B","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SELB","Selecta Biosciences, Inc.","8.5","$189.86M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/selb",
"SGZA","Selective Insurance Group, Inc.","25.03","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sgza",
"SIGI","Selective Insurance Group, Inc.","58.7","$3.43B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sigi",
"SLS","SELLAS Life Sciences Group, Inc. ","5.5","$31.72M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sls",
"SEMG","Semgroup Corporation","27.1","$2.13B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","6.13","$6.03B","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"LEDS","SemiLEDS Corporation","4.13","$14.64M","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/leds",
"SRE","Sempra Energy","109.01","$27.4B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","101.166","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre^a",
"SMTC","Semtech Corporation","32.85","$2.18B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/smtc",
"SEND","SendGrid, Inc.","24.88","$1.01B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/send",
"SENEA","Seneca Foods Corp.","29.35","$285.84M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","32.25","$314.08M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","0.67","$6.96M","2016","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/snes",
"SNH","Senior Housing Properties Trust","16.35","$3.89B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snh",
"SNHNI","Senior Housing Properties Trust","23.47","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhni",
"SNHNL","Senior Housing Properties Trust","25.29","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhnl",
"SNMX","Senomyx, Inc.","1.29","$61.64M","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/snmx",
"ST","Sensata Technologies Holding N.V.","53.86","$9.23B","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/st",
"SENS","Senseonics Holdings, Inc.","2.63","$359.66M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sens",
"SXT","Sensient Technologies Corporation","72.49","$3.15B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/sxt",
"SRTS","Sensus Healthcare, Inc.","5.67","$76.48M","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","0.7","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srtsw",
"STNL","Sentinel Energy Services Inc.","9.95","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnl",
"STNLU","Sentinel Energy Services Inc.","9.96","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlu",
"STNLW","Sentinel Energy Services Inc.","0.78","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlw",
"SQNS","Sequans Communications S.A.","1.6","$128.04M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/sqns",
"SQBG","Sequential Brands Group, Inc.","1.73","$109.25M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","9.42","$381.79M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mcrb",
"SRG","Seritage Growth Properties","42.02","$2.35B","2015","Finance","Real Estate","https://www.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","22.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","38.85","$7.25B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","54.74","$7.39B","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","154.03","$26.6B","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/now",
"SREV","ServiceSource International, Inc.","3.69","$332.67M","2011","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","41.86","$2.22B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/sfbs",
"SVT","Servotronics, Inc.","9.7787","$24.56M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/svt",
"SSC","Seven Stars Cloud Group, Inc.","3.17","$198.42M","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/ssc",
"SVBI","Severn Bancorp Inc","7.5","$91.84M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","4.84","$20.61M","2017","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.214","$14.12M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc",
"SHAK","Shake Shack, Inc.","38.03","$1.4B","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/shak",
"SEII","Sharing Economy International Inc.","4.2","$11.49M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/seii",
"SMED","Sharps Compliance Corp.","4.85","$78M","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","4.97","$41.92M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shsp",
"SJR","Shaw Communications Inc.","20.01","$9.56B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","25.47","$4.78B","2014","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/shlx",
"SHEN","Shenandoah Telecommunications Co","32.85","$1.62B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/shen",
"SHW","Sherwin-Williams Company (The)","402.3","$37.62B","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/shw",
"PIXY","ShiftPixy, Inc.","2.56","$73.73M","2017","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/pixy",
"SHLO","Shiloh Industries, Inc.","7.58","$176.95M","1993","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/shlo",
"TYHT","Shineco, Inc.","2","$50.43M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/tyht",
"SHG","Shinhan Financial Group Co Ltd","45.12","$21.4B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","15.05","$1.55B","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sfl",
"SHPG","Shire plc","134.06","$40.67B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","23.95","$405.99M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/scvl",
"SHOP","Shopify Inc.","137.53","$11.97B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shop",
"SHBI","Shore Bancshares Inc","17.52","$222.3M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","19.97","$195.23M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssti",
"SFLY","Shutterfly, Inc.","75.03","$2.42B","2006","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/sfly",
